,CaseNumber,Country,Century,Year,Month,Type,Activities,Fatal,Sex,Age
1447,1447_USA,USA,XXI,2004.0,May,Unprovoked,,N,F,
1448,1448_Brazil,Brazil,XXI,2004.0,May,Unprovoked,ShoreActivities,N,F,24.0
1449,1449_Bahamas,Bahamas,XXI,2004.0,May,Provoked,Diving,N,M,63.0
1450,1450_USA,USA,XXI,2004.0,May,Unprovoked,Surfing,N,M,28.0
1451,1451_Brazil,Brazil,XXI,2004.0,May,Unprovoked,Swimming,Y,M,22.0
1452,1452_Australia,Australia,XXI,2004.0,Apr,Unprovoked,Diving,N,M,
1453,1453_New Zealand,New Zealand,XXI,2004.0,Apr,Unprovoked,Fishing,N,,
1454,1454_Others,Others,XXI,2004.0,Apr,Unprovoked,Fishing,Y,M,
1455,1455_Others,Others,XXI,2004.0,Apr,,Fishing,Y,M,
1456,1456_USA,USA,XXI,2004.0,Apr,Unprovoked,Surfing,Y,M,57.0
1457,1457_South Africa,South Africa,XXI,2004.0,Apr,Unprovoked,Surfing,N,M,16.0
1458,1458_USA,USA,XXI,2004.0,Apr,,Surfing,Y,F,22.0
1459,1459_USA,USA,XXI,2004.0,Mar,Unprovoked,,N,M,26.0
1460,1460_USA,USA,XXI,2004.0,Mar,Unprovoked,Surfing,N,M,20.0
1461,1461_Brazil,Brazil,XXI,2004.0,Mar,Unprovoked,WaterSkiing,N,M,22.0
1462,1462_USA,USA,XXI,2004.0,Mar,Unprovoked,Surfing,N,M,
1463,1463_Reunion,Reunion,XXI,2004.0,Mar,Unprovoked,Surfing,N,M,20.0
1464,1464_USA,USA,XXI,2004.0,Mar,Unprovoked,Swimming,N,M,61.0
1465,1465_USA,USA,XXI,2004.0,Mar,Unprovoked,Freediving,N,F,
1466,1466_New Zealand,New Zealand,XXI,2004.0,Mar,Unprovoked,Spearfishing,N,M,
1467,1467_USA,USA,XXI,2004.0,Mar,Unprovoked,Surfing,N,M,51.0
1468,1468_Australia,Australia,XXI,2004.0,Mar,Unprovoked,Spearfishing,N,M,47.0
1469,1469_Brazil,Brazil,XXI,2004.0,Feb,Unprovoked,Swimming,Y,M,29.0
1470,1470_New Zealand,New Zealand,XXI,2004.0,Feb,Unprovoked,Surfing,N,M,15.0
1471,1471_Australia,Australia,XXI,2004.0,Feb,Unprovoked,Swimming,N,M,
1472,1472_Australia,Australia,XXI,2004.0,Feb,,Diving,N,M,31.0
1473,1473_Others,Others,XXI,2004.0,Feb,Unprovoked,Freediving,Y,M,
1474,1474_Australia,Australia,XXI,2004.0,Feb,Unprovoked,Freediving,N,M,22.0
1475,1475_Australia,Australia,XXI,2004.0,Jan,Unprovoked,Diving,N,M,46.0
1476,1476_Others,Others,XXI,2004.0,Jan,Unprovoked,Surfing,N,M,21.0
1477,1477_New Zealand,New Zealand,XXI,2004.0,Jan,,WaterSkiing,N,M,
1478,1478_Others,Others,XXI,2004.0,Jan,Unprovoked,Swimming,N,M,
1479,1479_Others,Others,XXI,2004.0,Jan,Unprovoked,Spearfishing,N,M,40.0
1480,1480_South Africa,South Africa,XXI,2004.0,Jan,Unprovoked,WaterSkiing,N,M,
1481,1481_Australia,Australia,XXI,2004.0,Jan,Unprovoked,Diving,N,M,
1482,1482_South Africa,South Africa,XXI,2004.0,Jan,Unprovoked,Surfing,N,M,22.0
1483,1483_New Zealand,New Zealand,XXI,2004.0,Jan,,Paddling,N,M,
1484,1484_Others,Others,XXI,2004.0,Jan,Unprovoked,Others,Y,,
1485,1485_Australia,Australia,XXI,2004.0,,Unprovoked,Surfing,N,M,
1486,1486_South Africa,South Africa,XXI,2003.0,Dec,Unprovoked,,N,,
1487,1487_USA,USA,XXI,2003.0,Dec,,Swimming,N,M,28.0
1488,1488_USA,USA,XXI,2003.0,Dec,Unprovoked,Swimming,N,M,13.0
1489,1489_New Zealand,New Zealand,XXI,2003.0,Dec,Unprovoked,Swimming,Y,M,45.0
1490,1490_Australia,Australia,XXI,2003.0,Dec,Unprovoked,Surfing,N,M,36.0
1491,1491_Australia,Australia,XXI,2003.0,Nov,Unprovoked,Swimming,N,M,
1492,1492_Australia,Australia,XXI,2003.0,Nov,Unprovoked,Swimming,N,M,
1493,1493_South Africa,South Africa,XXI,2003.0,Nov,Unprovoked,Spearfishing,Y,M,21.0
1494,1494_USA,USA,XXI,2003.0,Nov,Unprovoked,Surfing,N,F,35.0
1495,1495_Others,Others,XXI,2003.0,Nov,Unprovoked,Swimming,N,M,35.0
1496,1496_USA,USA,XXI,2003.0,Nov,Unprovoked,Surfing,N,M,24.0
1497,1497_Others,Others,XXI,2003.0,Nov,Unprovoked,Freediving,N,M,
1498,1498_South Africa,South Africa,XXI,2003.0,Nov,Unprovoked,WaterSkiing,N,,
1499,1499_Australia,Australia,XXI,2003.0,Nov,Unprovoked,ShoreActivities,N,M,
1500,1500_Others,Others,XXI,2003.0,Nov,Provoked,Spearfishing,N,M,
1501,1501_USA,USA,XXI,2003.0,Oct,Unprovoked,Surfing,N,M,18.0
1502,1502_Australia,Australia,XXI,2003.0,Oct,Unprovoked,Surfing,N,M,22.0
1503,1503_USA,USA,XXI,2003.0,Oct,Unprovoked,Surfing,N,F,13.0
1504,1504_USA,USA,XXI,2003.0,Oct,Unprovoked,Surfing,N,M,46.0
1505,1505_USA,USA,XXI,2003.0,Oct,,Freediving,N,M,56.0
1506,1506_USA,USA,XXI,2003.0,Oct,Unprovoked,Surfing,N,M,19.0
1507,1507_USA,USA,XXI,2003.0,Oct,,Swimming,Y,M,
1508,1508_USA,USA,XXI,2003.0,Oct,Unprovoked,Surfing,N,F,
1509,1509_USA,USA,XXI,2003.0,Oct,Unprovoked,Surfing,N,M,18.0
1510,1510_USA,USA,XXI,2003.0,Oct,Provoked,Surfing,N,M,30.0
1511,1511_USA,USA,XXI,2003.0,Oct,Unprovoked,ShoreActivities,N,M,50.0
1512,1512_USA,USA,XXI,2003.0,Oct,Unprovoked,ShoreActivities,N,F,41.0
1513,1513_Fiji,Fiji,XXI,2003.0,Sep,Unprovoked,ShoreActivities,Y,M,40.0
1514,1514_USA,USA,XXI,2003.0,Sep,Unprovoked,Surfing,N,M,16.0
1515,1515_USA,USA,XXI,2003.0,Sep,Unprovoked,Surfing,N,M,21.0
1516,1516_USA,USA,XXI,2003.0,Sep,Unprovoked,Surfing,N,M,19.0
1517,1517_USA,USA,XXI,2003.0,Sep,Unprovoked,Surfing,N,M,17.0
1518,1518_USA,USA,XXI,2003.0,Sep,Unprovoked,Surfing,N,M,30.0
1519,1519_South Africa,South Africa,XXI,2003.0,Sep,Unprovoked,Fishing,N,,31.0
1520,1520_USA,USA,XXI,2003.0,Sep,,Swimming,N,F,10.0
1521,1521_USA,USA,XXI,2003.0,Sep,Unprovoked,WaterSkiing,N,M,18.0
1522,1522_USA,USA,XXI,2003.0,Sep,Unprovoked,ShoreActivities,N,M,15.0
1523,1523_South Africa,South Africa,XXI,2003.0,Sep,Unprovoked,WaterSkiing,Y,M,19.0
1524,1524_USA,USA,XXI,2003.0,Sep,Unprovoked,Fishing,N,M,
1525,1525_USA,USA,XXI,2003.0,Aug,Provoked,Fishing,N,M,
1526,1526_USA,USA,XXI,2003.0,Aug,Unprovoked,Swimming,Y,F,50.0
1527,1527_USA,USA,XXI,2003.0,Aug,,Swimming,N,M,31.0
1528,1528_South Africa,South Africa,XXI,2003.0,Aug,Unprovoked,ShoreActivities,N,M,16.0
1529,1529_Australia,Australia,XXI,2003.0,Jul,Unprovoked,WaterSkiing,N,M,37.0
1530,1530_USA,USA,XXI,2003.0,Jul,Unprovoked,Surfing,N,M,18.0
1531,1531_USA,USA,XXI,2003.0,Jul,Unprovoked,ShoreActivities,N,F,15.0
1532,1532_Bahamas,Bahamas,XXI,2003.0,Jul,Unprovoked,Spearfishing,N,M,58.0
1533,1533_USA,USA,XXI,2003.0,Jul,Provoked,ShoreActivities,N,M,10.0
1534,1534_USA,USA,XXI,2003.0,Jul,Unprovoked,Surfing,N,M,21.0
1535,1535_Bahamas,Bahamas,XXI,2003.0,Jul,Unprovoked,Spearfishing,N,M,39.0
1536,1536_USA,USA,XXI,2003.0,Jul,Unprovoked,Spearfishing,N,M,
1537,1537_Others,Others,XXI,2003.0,Jul,Unprovoked,Spearfishing,N,M,
1538,1538_New Zealand,New Zealand,XXI,2003.0,Jul,Unprovoked,Freediving,N,M,
1539,1539_USA,USA,XXI,2003.0,Jun,Unprovoked,Surfing,N,M,17.0
1540,1540_USA,USA,XXI,2003.0,Jun,Unprovoked,Surfing,N,M,15.0
1541,1541_Brazil,Brazil,XXI,2003.0,Jun,Unprovoked,,Y,M,
1542,1542_USA,USA,XXI,2003.0,Jun,Unprovoked,ShoreActivities,N,F,12.0
1543,1543_USA,USA,XXI,2003.0,Jun,Unprovoked,Swimming,N,M,60.0
1544,1544_USA,USA,XXI,2003.0,Jun,Unprovoked,Swimming,N,M,51.0
1545,1545_USA,USA,XXI,2003.0,Jun,Unprovoked,Surfing,N,M,33.0
1546,1546_USA,USA,XXI,2003.0,Jun,Unprovoked,Surfing,N,,15.0
1547,1547_USA,USA,XXI,2003.0,Jun,,Swimming,N,F,22.0
1548,1548_USA,USA,XXI,2003.0,May,Unprovoked,Surfing,N,M,18.0
1549,1549_USA,USA,XXI,2003.0,May,Unprovoked,ShoreActivities,N,M,22.0
1550,1550_USA,USA,XXI,2003.0,May,Unprovoked,Swimming,N,M,20.0
1551,1551_USA,USA,XXI,2003.0,May,Provoked,Surfing,N,M,34.0
1552,1552_USA,USA,XXI,2003.0,May,Unprovoked,ShoreActivities,N,F,
1553,1553_Philippines,Philippines,XXI,2003.0,May,Unprovoked,,N,,
1554,1554_Brazil,Brazil,XXI,2003.0,Apr,Provoked,Others,N,M,
1555,1555_Brazil,Brazil,XXI,2003.0,Apr,Unprovoked,Swimming,N,M,16.0
1556,1556_Brazil,Brazil,XXI,2003.0,Apr,Unprovoked,Surfing,N,M,17.0
1557,1557_Brazil,Brazil,XXI,2003.0,Apr,Unprovoked,Swimming,N,M,
1558,1558_USA,USA,XXI,2003.0,Apr,Unprovoked,Surfing,N,M,36.0
1559,1559_USA,USA,XXI,2003.0,Apr,Unprovoked,Surfing,N,M,17.0
1560,1560_USA,USA,XXI,2003.0,Apr,Unprovoked,Surfing,N,M,30.0
1561,1561_USA,USA,XXI,2003.0,Apr,Unprovoked,Surfing,N,M,23.0
1562,1562_USA,USA,XXI,2003.0,Apr,Unprovoked,Surfing,N,M,18.0
1563,1563_USA,USA,XXI,2003.0,Apr,Unprovoked,Others,N,M,11.0
1564,1564_USA,USA,XXI,2003.0,Apr,Unprovoked,Surfing,N,M,12.0
1565,1565_USA,USA,XXI,2003.0,Apr,Unprovoked,Swimming,N,M,20.0
1566,1566_Others,Others,XXI,2003.0,Apr,Unprovoked,Surfing,N,M,28.0
1567,1567_USA,USA,XXI,2003.0,Apr,Unprovoked,Surfing,N,M,
1568,1568_USA,USA,XXI,2003.0,Apr,Unprovoked,Surfing,N,M,50.0
1569,1569_USA,USA,XXI,2003.0,Mar,Provoked,Others,N,F,
1570,1570_New Zealand,New Zealand,XXI,2003.0,Feb,Unprovoked,Diving,N,M,44.0
1571,1571_Australia,Australia,XXI,2003.0,Feb,Unprovoked,ShoreActivities,N,M,37.0
1572,1572_USA,USA,XXI,2003.0,Feb,Unprovoked,Swimming,N,M,54.0
1573,1573_Australia,Australia,XXI,2003.0,Feb,Unprovoked,Swimming,N,M,24.0
1574,1574_Australia,Australia,XXI,2003.0,Feb,Unprovoked,Swimming,Y,M,84.0
1575,1575_South Africa,South Africa,XXI,2003.0,Jan,,Others,Y,M,14.0
1576,1576_Others,Others,XXI,2003.0,Jan,Unprovoked,Surfing,N,M,
1577,1577_Australia,Australia,XXI,2003.0,Jan,Unprovoked,Surfing,N,F,
1578,1578_Australia,Australia,XXI,2002.0,Dec,Unprovoked,Freediving,N,F,18.0
1579,1579_South Africa,South Africa,XXI,2002.0,Dec,Unprovoked,Freediving,N,M,25.0
1580,1580_Australia,Australia,XXI,2002.0,Dec,Unprovoked,Diving,N,M,26.0
1581,1581_Australia,Australia,XXI,2002.0,Dec,,Swimming,N,M,11.0
1582,1582_Australia,Australia,XXI,2002.0,Dec,Unprovoked,Swimming,Y,M,23.0
1583,1583_Brazil,Brazil,XXI,2002.0,Dec,Unprovoked,Surfing,Y,M,19.0
1584,1584_Others,Others,XXI,2002.0,Nov,Unprovoked,Diving,N,M,
1585,1585_USA,USA,XXI,2002.0,Nov,Unprovoked,WaterSkiing,N,M,48.0
1586,1586_USA,USA,XXI,2002.0,Nov,Unprovoked,Swimming,N,F,34.0
1587,1587_Others,Others,XXI,2002.0,Nov,Unprovoked,Freediving,N,F,41.0
1588,1588_USA,USA,XXI,2002.0,Nov,Unprovoked,Surfing,N,M,21.0
1589,1589_USA,USA,XXI,2002.0,Nov,Unprovoked,WaterSkiing,N,M,16.0
1590,1590_Others,Others,XXI,2002.0,Nov,Unprovoked,Fishing,N,M,52.0
1591,1591_USA,USA,XXI,2002.0,Oct,Unprovoked,Swimming,N,F,60.0
1592,1592_Brazil,Brazil,XXI,2002.0,Oct,Unprovoked,Swimming,Y,M,36.0
1593,1593_USA,USA,XXI,2002.0,Oct,Unprovoked,Surfing,N,M,21.0
1594,1594_USA,USA,XXI,2002.0,Oct,Unprovoked,Surfing,N,M,14.0
1595,1595_USA,USA,XXI,2002.0,Oct,Unprovoked,Surfing,N,M,35.0
1596,1596_USA,USA,XXI,2002.0,Oct,Unprovoked,Surfing,N,M,18.0
1597,1597_USA,USA,XXI,2002.0,Sep,Unprovoked,Surfing,N,M,47.0
1598,1598_USA,USA,XXI,2002.0,Sep,Unprovoked,Surfing,N,M,32.0
1599,1599_USA,USA,XXI,2002.0,Sep,Unprovoked,Fishing,N,M,55.0
1600,1600_USA,USA,XXI,2002.0,Sep,Provoked,Fishing,N,M,
1601,1601_Others,Others,XXI,2002.0,Sep,Provoked,Swimming,N,M,
1602,1602_USA,USA,XXI,2002.0,Sep,Unprovoked,WaterSkiing,N,M,24.0
1603,1603_USA,USA,XXI,2002.0,Sep,Unprovoked,Surfing,N,M,35.0
1604,1604_Brazil,Brazil,XXI,2002.0,Sep,Unprovoked,Swimming,N,M,19.0
1605,1605_USA,USA,XXI,2002.0,Sep,Unprovoked,WaterSkiing,N,,
1606,1606_South Africa,South Africa,XXI,2002.0,Sep,Unprovoked,WaterSkiing,N,M,47.0
1607,1607_USA,USA,XXI,2002.0,Sep,Unprovoked,WaterSkiing,N,M,20.0
1608,1608_USA,USA,XXI,2002.0,Sep,Provoked,ShoreActivities,N,M,36.0
1609,1609_USA,USA,XXI,2002.0,Aug,Unprovoked,Surfing,N,M,16.0
1610,1610_USA,USA,XXI,2002.0,Aug,Unprovoked,Swimming,N,F,29.0
1611,1611_USA,USA,XXI,2002.0,Aug,Unprovoked,Surfing,N,M,27.0
1612,1612_USA,USA,XXI,2002.0,Aug,Unprovoked,Surfing,N,M,15.0
1613,1613_USA,USA,XXI,2002.0,Aug,Unprovoked,ShoreActivities,N,M,15.0
1614,1614_Others,Others,XXI,2002.0,Aug,Provoked,Diving,N,M,30.0
1615,1615_USA,USA,XXI,2002.0,Aug,Unprovoked,ShoreActivities,N,M,14.0
1616,1616_USA,USA,XXI,2002.0,Jul,Unprovoked,Surfing,N,M,13.0
1617,1617_USA,USA,XXI,2002.0,Jul,Unprovoked,Swimming,N,F,15.0
1618,1618_USA,USA,XXI,2002.0,Jul,Provoked,Surfing,N,M,19.0
1619,1619_USA,USA,XXI,2002.0,Jul,Provoked,Fishing,Y,M,41.0
1620,1620_Brazil,Brazil,XXI,2002.0,Jul,Unprovoked,Surfing,N,M,22.0
1621,1621_USA,USA,XXI,2002.0,Jul,Unprovoked,ShoreActivities,N,F,
1622,1622_Australia,Australia,XXI,2002.0,Jun,Unprovoked,Surfing,N,M,30.0
1623,1623_USA,USA,XXI,2002.0,Jun,Unprovoked,Swimming,N,F,11.0
1624,1624_Others,Others,XXI,2002.0,Jun,,,Y,,
1625,1625_Papua New Guinea,Papua New Guinea,XXI,2002.0,Jun,Unprovoked,,N,,
1626,1626_Papua New Guinea,Papua New Guinea,XXI,2002.0,Jun,Unprovoked,Others,Y,,
1627,1627_USA,USA,XXI,2002.0,Jun,Unprovoked,ShoreActivities,N,,
1628,1628_USA,USA,XXI,2002.0,Jun,Unprovoked,Surfing,N,M,28.0
1629,1629_USA,USA,XXI,2002.0,Jun,Unprovoked,Surfing,N,M,50.0
1630,1630_USA,USA,XXI,2002.0,Jun,Unprovoked,Swimming,N,M,10.0
1631,1631_South Africa,South Africa,XXI,2002.0,Jun,Unprovoked,Freediving,N,M,50.0
1632,1632_USA,USA,XXI,2002.0,May,Unprovoked,Surfing,N,M,24.0
1633,1633_USA,USA,XXI,2002.0,May,Unprovoked,Swimming,N,M,16.0
1634,1634_USA,USA,XXI,2002.0,May,Provoked,Fishing,N,M,55.0
1635,1635_USA,USA,XXI,2002.0,May,Unprovoked,ShoreActivities,N,M,35.0
1636,1636_Others,Others,XXI,2002.0,May,Unprovoked,Surfing,N,M,
1637,1637_Papua New Guinea,Papua New Guinea,XXI,2002.0,May,Unprovoked,Fishing,N,M,14.0
1638,1638_USA,USA,XXI,2002.0,May,Unprovoked,Fishing,N,M,31.0
1639,1639_Brazil,Brazil,XXI,2002.0,May,Unprovoked,Surfing,N,M,40.0
1640,1640_Australia,Australia,XXI,2002.0,May,Provoked,Fishing,N,M,20.0
1641,1641_Australia,Australia,XXI,2002.0,Apr,Unprovoked,Diving,Y,M,23.0
1642,1642_Australia,Australia,XXI,2002.0,Apr,,Fishing,Y,M,52.0
1643,1643_USA,USA,XXI,2002.0,Apr,Unprovoked,Surfing,N,M,34.0
1644,1644_USA,USA,XXI,2002.0,Apr,Unprovoked,Surfing,N,M,28.0
1645,1645_Australia,Australia,XXI,2002.0,Apr,Unprovoked,Swimming,N,M,45.0
1646,1646_Bahamas,Bahamas,XXI,2002.0,Apr,Unprovoked,ShoreActivities,N,M,43.0
1647,1647_USA,USA,XXI,2002.0,Apr,Unprovoked,ShoreActivities,N,M,41.0
1648,1648_USA,USA,XXI,2002.0,Apr,Unprovoked,Swimming,N,M,29.0
1649,1649_USA,USA,XXI,2002.0,Mar,Unprovoked,WaterSkiing,N,M,17.0
1650,1650_USA,USA,XXI,2002.0,Mar,Unprovoked,ShoreActivities,N,F,11.0
1651,1651_Brazil,Brazil,XXI,2002.0,Mar,Unprovoked,Swimming,Y,M,16.0
1652,1652_USA,USA,XXI,2002.0,Mar,Unprovoked,Swimming,N,M,20.0
1653,1653_USA,USA,XXI,2002.0,Mar,Unprovoked,Freediving,N,M,39.0
1654,1654_USA,USA,XXI,2002.0,Mar,Unprovoked,Surfing,N,M,31.0
1655,1655_New Caledonia,New Caledonia,XXI,2002.0,Mar,,Spearfishing,Y,M,44.0
1656,1656_Others,Others,XXI,2002.0,Feb,Unprovoked,Fishing,Y,M,
1657,1657_Australia,Australia,XXI,2002.0,Feb,Unprovoked,Surfing,N,M,33.0
1658,1658_Fiji,Fiji,XXI,2002.0,Feb,Unprovoked,,Y,M,15.0
1659,1659_Australia,Australia,XXI,2002.0,Feb,Unprovoked,Paddling,N,M,35.0
1660,1660_Australia,Australia,XXI,2002.0,Jan,Unprovoked,Surfing,N,M,20.0
1661,1661_Australia,Australia,XXI,2002.0,Jan,Unprovoked,Swimming,N,M,32.0
1662,1662_South Africa,South Africa,XXI,2002.0,Jan,Unprovoked,Fishing,N,M,16.0
1663,1663_Brazil,Brazil,XXI,2002.0,Jan,Unprovoked,Swimming,Y,,
1664,1664_South Africa,South Africa,XXI,2002.0,Jan,Unprovoked,WaterSkiing,N,M,26.0
1665,1665_USA,USA,XXI,2002.0,Jan,Unprovoked,Freediving,N,M,35.0
1666,1666_Australia,Australia,XXI,2001.0,Dec,,Surfing,N,M,36.0
1667,1667_Australia,Australia,XXI,2001.0,Nov,Unprovoked,Surfing,N,M,49.0
1668,1668_USA,USA,XXI,2001.0,Nov,Unprovoked,Surfing,N,,
1669,1669_Australia,Australia,XXI,2001.0,Nov,,WaterSkiing,N,M,
1670,1670_South Africa,South Africa,XXI,2001.0,Oct,Unprovoked,WaterSkiing,N,M,
1671,1671_Australia,Australia,XXI,2001.0,Oct,Unprovoked,Freediving,N,F,20.0
1672,1672_Mexico,Mexico,XXI,2001.0,Sep,Unprovoked,Surfing,N,M,26.0
1673,1673_Australia,Australia,XXI,2001.0,Sep,Unprovoked,,N,M,31.0
1674,1674_USA,USA,XXI,2001.0,Sep,Provoked,Surfing,N,M,21.0
1675,1675_USA,USA,XXI,2001.0,Sep,Unprovoked,Surfing,N,M,14.0
1676,1676_USA,USA,XXI,2001.0,Sep,,Diving,Y,M,42.0
1677,1677_USA,USA,XXI,2001.0,Sep,Unprovoked,WaterSkiing,N,M,
1678,1678_USA,USA,XXI,2001.0,Sep,Unprovoked,Surfing,N,M,16.0
1679,1679_Others,Others,XXI,2001.0,Sep,Provoked,Diving,N,M,
1680,1680_USA,USA,XXI,2001.0,Sep,Provoked,Fishing,N,M,44.0
1681,1681_USA,USA,XXI,2001.0,Sep,Unprovoked,ShoreActivities,N,M,13.0
1682,1682_USA,USA,XXI,2001.0,Sep,,Swimming,N,F,
1683,1683_USA,USA,XXI,2001.0,Sep,Unprovoked,Swimming,Y,M,28.0
1684,1684_USA,USA,XXI,2001.0,Sep,Unprovoked,Swimming,N,F,23.0
1685,1685_USA,USA,XXI,2001.0,Sep,Unprovoked,ShoreActivities,N,M,20.0
1686,1686_USA,USA,XXI,2001.0,Sep,Unprovoked,Swimming,Y,M,10.0
1687,1687_Bahamas,Bahamas,XXI,2001.0,Aug,Unprovoked,Spearfishing,N,M,44.0
1688,1688_USA,USA,XXI,2001.0,Aug,Unprovoked,ShoreActivities,N,F,29.0
1689,1689_USA,USA,XXI,2001.0,Aug,Unprovoked,ShoreActivities,N,M,69.0
1690,1690_USA,USA,XXI,2001.0,Aug,Unprovoked,WaterSkiing,N,M,18.0
1691,1691_USA,USA,XXI,2001.0,Aug,Unprovoked,WaterSkiing,N,M,18.0
1692,1692_USA,USA,XXI,2001.0,Aug,Unprovoked,Surfing,N,M,17.0
1693,1693_USA,USA,XXI,2001.0,Aug,Unprovoked,Surfing,N,M,27.0
1694,1694_USA,USA,XXI,2001.0,Aug,Unprovoked,Surfing,N,M,32.0
1695,1695_USA,USA,XXI,2001.0,Aug,Unprovoked,Surfing,N,F,17.0
1696,1696_USA,USA,XXI,2001.0,Aug,Unprovoked,Surfing,N,F,17.0
1697,1697_USA,USA,XXI,2001.0,Aug,Unprovoked,Surfing,N,M,20.0
1698,1698_USA,USA,XXI,2001.0,Aug,Unprovoked,Surfing,N,M,19.0
1699,1699_USA,USA,XXI,2001.0,Aug,Unprovoked,Surfing,N,M,19.0
1700,1700_Bahamas,Bahamas,XXI,2001.0,Aug,Unprovoked,Spearfishing,N,M,43.0
1701,1701_Others,Others,XXI,2001.0,Aug,Unprovoked,Others,N,M,21.0
1702,1702_USA,USA,XXI,2001.0,Aug,Unprovoked,,N,F,
1703,1703_Bahamas,Bahamas,XXI,2001.0,Aug,Unprovoked,Swimming,N,M,36.0
1704,1704_Italy,Italy,XXI,2001.0,Aug,Unprovoked,Fishing,N,,
1705,1705_USA,USA,XXI,2001.0,Jul,Unprovoked,,N,F,
1706,1706_USA,USA,XXI,2001.0,Jul,Unprovoked,,N,M,
1707,1707_USA,USA,XXI,2001.0,Jul,Unprovoked,,N,F,
1708,1708_USA,USA,XXI,2001.0,Jul,Unprovoked,Fishing,N,,
1709,1709_USA,USA,XXI,2001.0,Jul,Unprovoked,Surfing,N,M,48.0
1710,1710_USA,USA,XXI,2001.0,Jul,Unprovoked,WaterSkiing,N,M,18.0
1711,1711_Mexico,Mexico,XXI,2001.0,Jul,Unprovoked,Surfing,N,M,42.0
1712,1712_USA,USA,XXI,2001.0,Jul,Unprovoked,Swimming,N,M,
1713,1713_USA,USA,XXI,2001.0,Jul,Unprovoked,,N,,
1714,1714_USA,USA,XXI,2001.0,Jul,Unprovoked,Swimming,N,M,35.0
1715,1715_USA,USA,XXI,2001.0,Jun,Unprovoked,Swimming,N,M,14.0
1716,1716_USA,USA,XXI,2001.0,Jun,Provoked,Spearfishing,N,M,52.0
1717,1717_Australia,Australia,XXI,2001.0,Jun,,Others,Y,M,75.0
1718,1718_USA,USA,XXI,2001.0,Jun,Unprovoked,ShoreActivities,N,F,29.0
1719,1719_USA,USA,XXI,2001.0,May,Unprovoked,,N,M,16.0
1720,1720_USA,USA,XXI,2001.0,May,Unprovoked,Swimming,N,M,11.0
1721,1721_USA,USA,XXI,2001.0,May,Unprovoked,Swimming,N,M,
1722,1722_Philippines,Philippines,XXI,2001.0,May,Provoked,Fishing,N,M,24.0
1723,1723_Others,Others,XXI,2001.0,May,,,Y,M,
1724,1724_South Africa,South Africa,XXI,2001.0,May,Unprovoked,Surfing,N,M,26.0
1725,1725_Australia,Australia,XXI,2001.0,May,Unprovoked,Surfing,N,M,35.0
1726,1726_USA,USA,XXI,2001.0,May,Unprovoked,Surfing,N,M,45.0
1727,1727_Fiji,Fiji,XXI,2001.0,May,Unprovoked,Spearfishing,Y,M,
1728,1728_USA,USA,XXI,2001.0,Apr,Unprovoked,WaterSkiing,N,M,14.0
1729,1729_USA,USA,XXI,2001.0,Apr,Unprovoked,Surfing,N,M,16.0
1730,1730_USA,USA,XXI,2001.0,Apr,Unprovoked,Surfing,N,M,12.0
1731,1731_USA,USA,XXI,2001.0,Apr,Unprovoked,,N,M,30.0
1732,1732_USA,USA,XXI,2001.0,Apr,Unprovoked,Surfing,N,M,38.0
1733,1733_USA,USA,XXI,2001.0,Apr,Unprovoked,Surfing,N,M,21.0
1734,1734_USA,USA,XXI,2001.0,Apr,Unprovoked,WaterSkiing,N,M,12.0
1735,1735_USA,USA,XXI,2001.0,Apr,Unprovoked,Surfing,N,M,22.0
1736,1736_USA,USA,XXI,2001.0,Apr,Unprovoked,Surfing,N,M,19.0
1737,1737_USA,USA,XXI,2001.0,Apr,Unprovoked,Surfing,N,M,22.0
1738,1738_USA,USA,XXI,2001.0,Apr,Unprovoked,Surfing,N,M,
1739,1739_USA,USA,XXI,2001.0,Apr,Unprovoked,Surfing,N,,16.0
1740,1740_South Africa,South Africa,XXI,2001.0,Apr,Unprovoked,Surfing,N,M,46.0
1741,1741_Australia,Australia,XXI,2001.0,Apr,Provoked,Freediving,N,M,
1742,1742_USA,USA,XXI,2001.0,Apr,Unprovoked,ShoreActivities,N,M,26.0
1743,1743_Brazil,Brazil,XXI,2001.0,Apr,Unprovoked,Others,N,F,12.0
1744,1744_Australia,Australia,XXI,2001.0,Apr,Unprovoked,Surfing,N,M,40.0
1745,1745_USA,USA,XXI,2001.0,Mar,Unprovoked,WaterSkiing,N,M,
1746,1746_USA,USA,XXI,2001.0,Mar,Unprovoked,Surfing,N,M,
1747,1747_Brazil,Brazil,XXI,2001.0,Mar,,Others,N,M,12.0
1748,1748_Brazil,Brazil,XXI,2001.0,Mar,Unprovoked,Swimming,Y,M,20.0
1749,1749_Others,Others,XXI,2001.0,Mar,Unprovoked,Sinking,Y,,
1750,1750_Australia,Australia,XXI,2001.0,Feb,Unprovoked,Fishing,N,,
1751,1751_Others,Others,XXI,2001.0,Feb,,Others,Y,F,
1752,1752_Australia,Australia,XXI,2001.0,Feb,Unprovoked,Surfing,N,M,40.0
1753,1753_Australia,Australia,XXI,2001.0,Jan,Unprovoked,Paddling,N,M,35.0
1754,1754_Others,Others,XXI,2001.0,Jan,Unprovoked,Swimming,N,F,55.0
1755,1755_Australia,Australia,XXI,2001.0,Jan,Unprovoked,Fishing,N,,
