,CaseNumber,Country,Century,Year,Month,Type,Activities,Fatal,Sex,Age
1756,1756_USA,USA,XXI,2001.0,Jan,Unprovoked,Surfing,N,M,
1757,1757_New Zealand,New Zealand,XXI,2001.0,Jan,Unprovoked,Paddling,N,M,
1758,1758_Australia,Australia,XXI,2000.0,Dec,Unprovoked,Diving,N,M,23.0
1759,1759_Fiji,Fiji,XXI,2000.0,Dec,Unprovoked,Swimming,Y,M,47.0
1760,1760_Australia,Australia,XXI,2000.0,Dec,Unprovoked,Fishing,N,,
1761,1761_Others,Others,XXI,2000.0,Dec,Unprovoked,Diving,N,M,30.0
1762,1762_Australia,Australia,XXI,2000.0,Dec,Unprovoked,Spearfishing,N,M,38.0
1763,1763_New Zealand,New Zealand,XXI,2000.0,Dec,Unprovoked,Surfing,Y,F,
1764,1764_Australia,Australia,XXI,2000.0,Nov,Unprovoked,Diving,N,M,28.0
1765,1765_Australia,Australia,XXI,2000.0,Nov,,Others,Y,M,47.0
1766,1766_USA,USA,XXI,2000.0,Nov,Unprovoked,Swimming,N,M,73.0
1767,1767_USA,USA,XXI,2000.0,Nov,,ShoreActivities,N,F,27.0
1768,1768_Australia,Australia,XXI,2000.0,Nov,Unprovoked,Swimming,N,M,52.0
1769,1769_Australia,Australia,XXI,2000.0,Nov,Unprovoked,Swimming,Y,M,49.0
1770,1770_USA,USA,XXI,2000.0,Nov,Unprovoked,Surfing,N,M,27.0
1771,1771_Australia,Australia,XXI,2000.0,Oct,Unprovoked,Fishing,N,,31.0
1772,1772_USA,USA,XXI,2000.0,Oct,Unprovoked,Surfing,N,M,23.0
1773,1773_USA,USA,XXI,2000.0,Oct,Unprovoked,Swimming,N,F,56.0
1774,1774_USA,USA,XXI,2000.0,Oct,Unprovoked,Swimming,N,M,69.0
1775,1775_USA,USA,XXI,2000.0,Oct,Unprovoked,Surfing,N,M,17.0
1776,1776_USA,USA,XXI,2000.0,Oct,Unprovoked,Surfing,N,M,23.0
1777,1777_USA,USA,XXI,2000.0,Oct,Unprovoked,Surfing,N,M,11.0
1778,1778_USA,USA,XXI,2000.0,Oct,Unprovoked,Surfing,N,M,24.0
1779,1779_USA,USA,XXI,2000.0,Sep,Unprovoked,ShoreActivities,N,M,
1780,1780_Australia,Australia,XXI,2000.0,Sep,Unprovoked,Surfing,Y,M,17.0
1781,1781_Australia,Australia,XXI,2000.0,Sep,Unprovoked,Surfing,Y,M,25.0
1782,1782_Australia,Australia,XXI,2000.0,Sep,Provoked,Others,N,M,12.0
1783,1783_Others,Others,XXI,2000.0,Sep,Unprovoked,Surfing,Y,M,31.0
1784,1784_USA,USA,XXI,2000.0,Sep,Unprovoked,,N,,
1785,1785_USA,USA,XXI,2000.0,Sep,Unprovoked,ShoreActivities,N,M,49.0
1786,1786_USA,USA,XXI,2000.0,Sep,Unprovoked,Surfing,N,F,26.0
1787,1787_USA,USA,XXI,2000.0,Sep,Unprovoked,Swimming,N,M,25.0
1788,1788_USA,USA,XXI,2000.0,Sep,Unprovoked,Swimming,N,M,
1789,1789_South Africa,South Africa,XXI,2000.0,Sep,Unprovoked,Diving,N,M,48.0
1790,1790_Others,Others,XXI,2000.0,Sep,Unprovoked,Swimming,Y,M,28.0
1791,1791_USA,USA,XXI,2000.0,Sep,Unprovoked,ShoreActivities,N,M,40.0
1792,1792_Reunion,Reunion,XXI,2000.0,Sep,Unprovoked,Surfing,N,M,27.0
1793,1793_Others,Others,XXI,2000.0,Sep,Unprovoked,Swimming,Y,,
1794,1794_USA,USA,XXI,2000.0,Aug,Unprovoked,Swimming,N,M,47.0
1795,1795_USA,USA,XXI,2000.0,Aug,Unprovoked,Others,Y,M,69.0
1796,1796_USA,USA,XXI,2000.0,Aug,Provoked,Others,N,M,
1797,1797_USA,USA,XXI,2000.0,Aug,Unprovoked,Swimming,N,M,
1798,1798_USA,USA,XXI,2000.0,Aug,Unprovoked,Windsurfing,N,M,53.0
1799,1799_USA,USA,XXI,2000.0,Aug,Unprovoked,Surfing,N,M,27.0
1800,1800_USA,USA,XXI,2000.0,Aug,Unprovoked,ShoreActivities,N,F,44.0
1801,1801_USA,USA,XXI,2000.0,Aug,,Swimming,N,M,
1802,1802_USA,USA,XXI,2000.0,Aug,,Others,Y,M,21.0
1803,1803_Others,Others,XXI,2000.0,Aug,Unprovoked,Swimming,Y,,
1804,1804_USA,USA,XXI,2000.0,Jul,Unprovoked,,N,M,
1805,1805_USA,USA,XXI,2000.0,Jul,Unprovoked,Freediving,N,F,45.0
1806,1806_USA,USA,XXI,2000.0,Jul,Unprovoked,Surfing,N,M,16.0
1807,1807_USA,USA,XXI,2000.0,Jul,Unprovoked,Surfing,N,M,14.0
1808,1808_South Africa,South Africa,XXI,2000.0,Jul,Unprovoked,Surfing,N,M,15.0
1809,1809_South Africa,South Africa,XXI,2000.0,Jul,Unprovoked,Surfing,N,M,18.0
1810,1810_South Africa,South Africa,XXI,2000.0,Jul,Unprovoked,Surfing,N,M,
1811,1811_Others,Others,XXI,2000.0,Jul,Unprovoked,Diving,N,M,69.0
1812,1812_USA,USA,XXI,2000.0,Jul,Unprovoked,ShoreActivities,N,M,13.0
1813,1813_USA,USA,XXI,2000.0,Jul,Unprovoked,Swimming,N,M,41.0
1814,1814_USA,USA,XXI,2000.0,Jul,Unprovoked,Others,N,M,
1815,1815_USA,USA,XXI,2000.0,Jul,Unprovoked,ShoreActivities,N,F,12.0
1816,1816_USA,USA,XXI,2000.0,Jul,Unprovoked,ShoreActivities,N,F,20.0
1817,1817_USA,USA,XXI,2000.0,Jul,Unprovoked,Spearfishing,N,F,55.0
1818,1818_USA,USA,XXI,2000.0,Jul,Unprovoked,ShoreActivities,N,F,13.0
1819,1819_USA,USA,XXI,2000.0,Jul,Unprovoked,ShoreActivities,N,F,19.0
1820,1820_Others,Others,XXI,2000.0,Jul,Unprovoked,Swimming,Y,,
1821,1821_Papua New Guinea,Papua New Guinea,XXI,2000.0,Jun,Unprovoked,,Y,M,
1822,1822_New Zealand,New Zealand,XXI,2000.0,Jun,Unprovoked,Fishing,N,M,
1823,1823_USA,USA,XXI,2000.0,Jun,Unprovoked,ShoreActivities,N,M,52.0
1824,1824_USA,USA,XXI,2000.0,Jun,Unprovoked,Sailing,N,,
1825,1825_USA,USA,XXI,2000.0,Jun,Unprovoked,Surfing,N,M,17.0
1826,1826_USA,USA,XXI,2000.0,Jun,Unprovoked,Swimming,N,M,55.0
1827,1827_USA,USA,XXI,2000.0,Jun,Unprovoked,Swimming,N,M,44.0
1828,1828_USA,USA,XXI,2000.0,Jun,Unprovoked,Freediving,N,M,13.0
1829,1829_Others,Others,XXI,2000.0,Jun,Unprovoked,Swimming,Y,M,
1830,1830_New Caledonia,New Caledonia,XXI,2000.0,May,Unprovoked,Others,Y,,
1831,1831_Australia,Australia,XXI,2000.0,May,,,Y,,
1832,1832_Papua New Guinea,Papua New Guinea,XXI,2000.0,May,Unprovoked,ShoreActivities,N,M,
1833,1833_Papua New Guinea,Papua New Guinea,XXI,2000.0,May,Unprovoked,Diving,Y,M,
1834,1834_USA,USA,XXI,2000.0,Apr,Unprovoked,ShoreActivities,N,M,34.0
1835,1835_USA,USA,XXI,2000.0,Apr,Unprovoked,WaterSkiing,N,M,
1836,1836_USA,USA,XXI,2000.0,Mar,Unprovoked,Fishing,N,M,
1837,1837_Australia,Australia,XXI,2000.0,Mar,Unprovoked,Swimming,N,M,26.0
1838,1838_USA,USA,XXI,2000.0,Mar,Unprovoked,WaterSkiing,N,F,14.0
1839,1839_USA,USA,XXI,2000.0,Mar,Unprovoked,Surfing,N,M,37.0
1840,1840_New Caledonia,New Caledonia,XXI,2000.0,Mar,Unprovoked,Spearfishing,Y,M,35.0
1841,1841_Australia,Australia,XXI,2000.0,Mar,Unprovoked,Surfing,N,M,
1842,1842_Australia,Australia,XXI,2000.0,Mar,Unprovoked,Paddling,N,,
1843,1843_Australia,Australia,XXI,2000.0,Mar,Unprovoked,Paddling,N,,
1844,1844_New Zealand,New Zealand,XXI,2000.0,Mar,,Paddling,,M,27.0
1845,1845_Australia,Australia,XXI,2000.0,Mar,Unprovoked,Swimming,N,M,
1846,1846_USA,USA,XXI,2000.0,Mar,Unprovoked,Spearfishing,N,M,39.0
1847,1847_USA,USA,XXI,2000.0,Feb,Unprovoked,,N,M,27.0
1848,1848_South Africa,South Africa,XXI,2000.0,Feb,Unprovoked,Surfing,N,M,
1849,1849_Others,Others,XXI,2000.0,Feb,Provoked,Others,N,M,
1850,1850_New Zealand,New Zealand,XXI,2000.0,Feb,Unprovoked,Surfing,N,M,12.0
1851,1851_Australia,Australia,XXI,2000.0,Feb,Unprovoked,Surfing,N,M,26.0
1852,1852_Reunion,Reunion,XXI,2000.0,Jan,Unprovoked,Others,Y,M,
1853,1853_Others,Others,XXI,2000.0,Jan,Unprovoked,Diving,Y,M,35.0
1854,1854_USA,USA,XXI,2000.0,,Unprovoked,Fishing,N,M,
1855,1855_New Zealand,New Zealand,XX,1999.0,Dec,Unprovoked,Surfing,N,M,15.0
1856,1856_New Zealand,New Zealand,XX,1999.0,Dec,Unprovoked,Swimming,N,F,13.0
1857,1857_New Zealand,New Zealand,XX,1999.0,Dec,Unprovoked,Swimming,N,F,12.0
1858,1858_Brazil,Brazil,XX,1999.0,Dec,Unprovoked,Surfing,N,M,18.0
1859,1859_USA,USA,XX,1999.0,Dec,,Diving,Y,M,
1860,1860_Brazil,Brazil,XX,1999.0,Dec,,Spearfishing,N,M,39.0
1861,1861_USA,USA,XX,1999.0,Dec,Unprovoked,Surfing,N,M,35.0
1862,1862_USA,USA,XX,1999.0,Nov,Unprovoked,Surfing,N,M,19.0
1863,1863_USA,USA,XX,1999.0,Nov,Unprovoked,Swimming,N,F,51.0
1864,1864_USA,USA,XX,1999.0,Nov,Unprovoked,Surfing,N,M,
1865,1865_South Africa,South Africa,XX,1999.0,Nov,Unprovoked,Surfing,N,M,35.0
1866,1866_Brazil,Brazil,XX,1999.0,Nov,Unprovoked,Spearfishing,N,M,39.0
1867,1867_Others,Others,XX,1999.0,Nov,Unprovoked,Swimming,N,M,12.0
1868,1868_Others,Others,XX,1999.0,Nov,Unprovoked,Swimming,N,M,12.0
1869,1869_USA,USA,XX,1999.0,Oct,Unprovoked,WaterSkiing,N,M,45.0
1870,1870_USA,USA,XX,1999.0,Oct,Unprovoked,Surfing,N,M,13.0
1871,1871_USA,USA,XX,1999.0,Oct,Unprovoked,Surfing,N,M,
1872,1872_USA,USA,XX,1999.0,Oct,Unprovoked,Surfing,N,M,16.0
1873,1873_USA,USA,XX,1999.0,Sep,Unprovoked,ShoreActivities,N,M,22.0
1874,1874_Italy,Italy,XX,1999.0,Sep,Unprovoked,Fishing,N,,
1875,1875_USA,USA,XX,1999.0,Sep,Unprovoked,ShoreActivities,N,F,61.0
1876,1876_USA,USA,XX,1999.0,Sep,Unprovoked,ShoreActivities,N,F,10.0
1877,1877_USA,USA,XX,1999.0,Sep,Unprovoked,Surfing,N,M,13.0
1878,1878_USA,USA,XX,1999.0,Sep,Provoked,ShoreActivities,N,M,
1879,1879_USA,USA,XX,1999.0,Sep,Unprovoked,ShoreActivities,N,M,39.0
1880,1880_USA,USA,XX,1999.0,Aug,Unprovoked,Surfing,N,M,28.0
1881,1881_USA,USA,XX,1999.0,Aug,Unprovoked,Surfing,N,M,
1882,1882_Others,Others,XX,1999.0,Aug,Unprovoked,Fishing,N,M,23.0
1883,1883_USA,USA,XX,1999.0,Aug,Unprovoked,Surfing,N,M,17.0
1884,1884_USA,USA,XX,1999.0,Aug,Unprovoked,Others,N,M,10.0
1885,1885_USA,USA,XX,1999.0,Aug,Unprovoked,Surfing,N,M,62.0
1886,1886_Bahamas,Bahamas,XX,1999.0,Aug,Unprovoked,Spearfishing,N,M,35.0
1887,1887_South Africa,South Africa,XX,1999.0,Jul,Unprovoked,Surfing,N,M,42.0
1888,1888_USA,USA,XX,1999.0,Jul,Unprovoked,Swimming,N,M,43.0
1889,1889_USA,USA,XX,1999.0,Jul,Unprovoked,Surfing,N,M,43.0
1890,1890_South Africa,South Africa,XX,1999.0,Jul,Unprovoked,WaterSkiing,Y,M,14.0
1891,1891_USA,USA,XX,1999.0,Jul,Unprovoked,,N,M,
1892,1892_USA,USA,XX,1999.0,Jul,Unprovoked,ShoreActivities,N,F,30.0
1893,1893_South Africa,South Africa,XX,1999.0,Jul,Unprovoked,Surfing,N,M,29.0
1894,1894_USA,USA,XX,1999.0,Jun,Unprovoked,Others,N,M,20.0
1895,1895_USA,USA,XX,1999.0,Jun,Unprovoked,Surfing,N,M,21.0
1896,1896_USA,USA,XX,1999.0,Jun,Unprovoked,Swimming,N,M,41.0
1897,1897_USA,USA,XX,1999.0,Jun,Unprovoked,Others,N,M,
1898,1898_Australia,Australia,XX,1999.0,May,Unprovoked,Windsurfing,Y,M,22.0
1899,1899_Brazil,Brazil,XX,1999.0,May,Unprovoked,Surfing,N,M,21.0
1900,1900_Others,Others,XX,1999.0,Apr,Unprovoked,Swimming,N,F,41.0
1901,1901_Reunion,Reunion,XX,1999.0,Apr,Unprovoked,Swimming,Y,M,52.0
1902,1902_USA,USA,XX,1999.0,Apr,Unprovoked,Surfing,N,M,14.0
1903,1903_New Zealand,New Zealand,XX,1999.0,Mar,Unprovoked,Spearfishing,N,M,
1904,1904_Brazil,Brazil,XX,1999.0,Mar,Provoked,Others,N,M,
1905,1905_USA,USA,XX,1999.0,Mar,Unprovoked,Swimming,Y,F,29.0
1906,1906_New Caledonia,New Caledonia,XX,1999.0,Mar,Unprovoked,Spearfishing,N,M,
1907,1907_New Zealand,New Zealand,XX,1999.0,Mar,Provoked,Fishing,N,M,28.0
1908,1908_USA,USA,XX,1999.0,Mar,Unprovoked,Surfing,N,M,18.0
1909,1909_USA,USA,XX,1999.0,Mar,Unprovoked,Swimming,N,F,29.0
1910,1910_USA,USA,XX,1999.0,Feb,Unprovoked,Others,N,,
1911,1911_Australia,Australia,XX,1999.0,Feb,Unprovoked,Surfing,N,M,35.0
1912,1912_USA,USA,XX,1999.0,Feb,Unprovoked,Surfing,N,M,25.0
1913,1913_Others,Others,XX,1999.0,Jan,Unprovoked,Spearfishing,N,M,47.0
1914,1914_South Africa,South Africa,XX,1999.0,Jan,Unprovoked,WaterSkiing,N,M,
1915,1915_New Zealand,New Zealand,XX,1999.0,Jan,Unprovoked,Others,N,,
1916,1916_Australia,Australia,XX,1999.0,Jan,,Fishing,N,F,37.0
1917,1917_Reunion,Reunion,XX,1999.0,Jan,Unprovoked,Spearfishing,Y,,
1918,1918_South Africa,South Africa,XX,1999.0,,Unprovoked,Spearfishing,N,M,30.0
1919,1919_USA,USA,XX,1999.0,,,Surfing,N,M,
1920,1920_USA,USA,XX,1998.0,Dec,Provoked,Surfing,N,M,19.0
1921,1921_Australia,Australia,XX,1998.0,Dec,Unprovoked,ShoreActivities,N,F,21.0
1922,1922_South Africa,South Africa,XX,1998.0,Dec,Unprovoked,Surfing,N,M,18.0
1923,1923_South Africa,South Africa,XX,1998.0,Dec,Unprovoked,Others,N,M,14.0
1924,1924_Australia,Australia,XX,1998.0,Dec,Unprovoked,Surfing,N,F,21.0
1925,1925_USA,USA,XX,1998.0,Nov,Unprovoked,Swimming,Y,M,
1926,1926_USA,USA,XX,1998.0,Nov,Unprovoked,Surfing,N,M,14.0
1927,1927_USA,USA,XX,1998.0,Nov,Unprovoked,ShoreActivities,N,M,13.0
1928,1928_USA,USA,XX,1998.0,Nov,Unprovoked,Surfing,N,M,32.0
1929,1929_Others,Others,XX,1998.0,Nov,Provoked,Fishing,N,M,52.0
1930,1930_Brazil,Brazil,XX,1998.0,Nov,Unprovoked,Surfing,Y,M,22.0
1931,1931_USA,USA,XX,1998.0,Oct,Unprovoked,Swimming,N,F,17.0
1932,1932_South Africa,South Africa,XX,1998.0,Oct,Unprovoked,Surfing,N,M,30.0
1933,1933_USA,USA,XX,1998.0,Oct,Unprovoked,Surfing,N,M,
1934,1934_Brazil,Brazil,XX,1998.0,Oct,Unprovoked,Surfing,N,M,17.0
1935,1935_Reunion,Reunion,XX,1998.0,Oct,Unprovoked,Diving,N,,
1936,1936_USA,USA,XX,1998.0,Oct,Unprovoked,,N,M,28.0
1937,1937_USA,USA,XX,1998.0,Sep,Unprovoked,Surfing,N,M,
1938,1938_USA,USA,XX,1998.0,Sep,Unprovoked,Surfing,N,M,18.0
1939,1939_South Africa,South Africa,XX,1998.0,Sep,Unprovoked,Fishing,N,M,
1940,1940_USA,USA,XX,1998.0,Sep,Unprovoked,Surfing,N,M,28.0
1941,1941_Others,Others,XX,1998.0,Sep,Provoked,Spearfishing,N,M,25.0
1942,1942_USA,USA,XX,1998.0,Aug,Unprovoked,Surfing,N,M,26.0
1943,1943_Italy,Italy,XX,1998.0,Aug,,Fishing,N,,
1944,1944_USA,USA,XX,1998.0,Aug,Unprovoked,WaterSkiing,N,M,16.0
1945,1945_USA,USA,XX,1998.0,Aug,Unprovoked,Spearfishing,N,M,
1946,1946_Bahamas,Bahamas,XX,1998.0,Aug,Unprovoked,Spearfishing,N,M,28.0
1947,1947_USA,USA,XX,1998.0,Aug,Unprovoked,WaterSkiing,N,M,11.0
1948,1948_South Africa,South Africa,XX,1998.0,Aug,Provoked,Others,N,M,
1949,1949_South Africa,South Africa,XX,1998.0,Aug,Unprovoked,Surfing,N,M,19.0
1950,1950_South Africa,South Africa,XX,1998.0,Aug,Unprovoked,Spearfishing,N,M,24.0
1951,1951_Brazil,Brazil,XX,1998.0,Jul,Unprovoked,Surfing,N,M,
1952,1952_USA,USA,XX,1998.0,Jul,Unprovoked,Surfing,N,M,13.0
1953,1953_South Africa,South Africa,XX,1998.0,Jul,Unprovoked,ShoreActivities,N,M,47.0
1954,1954_South Africa,South Africa,XX,1998.0,Jul,Unprovoked,Surfing,N,M,16.0
1955,1955_South Africa,South Africa,XX,1998.0,Jul,Unprovoked,Surfing,N,M,10.0
1956,1956_Australia,Australia,XX,1998.0,Jun,Unprovoked,Diving,Y,M,26.0
1957,1957_South Africa,South Africa,XX,1998.0,Jun,Unprovoked,WaterSkiing,Y,M,20.0
1958,1958_USA,USA,XX,1998.0,Jun,Unprovoked,Surfing,N,M,18.0
1959,1959_South Africa,South Africa,XX,1998.0,Jun,Unprovoked,Surfing,N,M,
1960,1960_South Africa,South Africa,XX,1998.0,May,Unprovoked,Surfing,N,M,17.0
1961,1961_South Africa,South Africa,XX,1998.0,May,Unprovoked,WaterSkiing,N,M,15.0
1962,1962_South Africa,South Africa,XX,1998.0,May,Unprovoked,WaterSkiing,N,M,16.0
1963,1963_USA,USA,XX,1998.0,May,Unprovoked,Surfing,N,M,40.0
1964,1964_USA,USA,XX,1998.0,May,Unprovoked,Swimming,N,F,14.0
1965,1965_USA,USA,XX,1998.0,May,Unprovoked,Swimming,N,M,24.0
1966,1966_South Africa,South Africa,XX,1998.0,May,Unprovoked,WaterSkiing,N,M,22.0
1967,1967_Others,Others,XX,1998.0,Apr,Unprovoked,Others,Y,F,35.0
1968,1968_USA,USA,XX,1998.0,Apr,Unprovoked,Surfing,N,M,50.0
1969,1969_USA,USA,XX,1998.0,Apr,Provoked,Diving,N,M,16.0
1970,1970_Brazil,Brazil,XX,1998.0,Apr,Unprovoked,Swimming,Y,M,
1971,1971_New Caledonia,New Caledonia,XX,1998.0,Apr,Unprovoked,,N,,
1972,1972_USA,USA,XX,1998.0,Mar,Unprovoked,Swimming,N,M,40.0
1973,1973_South Africa,South Africa,XX,1998.0,Mar,Unprovoked,Freediving,N,M,33.0
1974,1974_USA,USA,XX,1998.0,Mar,Unprovoked,Swimming,N,M,32.0
1975,1975_USA,USA,XX,1998.0,Feb,Unprovoked,Swimming,N,M,
1976,1976_Australia,Australia,XX,1998.0,Jan,,Spearfishing,Y,M,31.0
1977,1977_New Caledonia,New Caledonia,XX,1998.0,Jan,Unprovoked,Windsurfing,N,M,
1978,1978_Reunion,Reunion,XX,1998.0,Jan,Unprovoked,Swimming,Y,M,
1979,1979_South Africa,South Africa,XX,1998.0,Jan,Unprovoked,Surfing,N,M,21.0
1980,1980_Australia,Australia,XX,1998.0,Jan,Unprovoked,Surfing,N,M,
1981,1981_Others,Others,XX,1998.0,Jan,Unprovoked,Surfing,N,M,23.0
1982,1982_South Africa,South Africa,XX,1998.0,,Unprovoked,Surfing,Y,M,28.0
1983,1983_Reunion,Reunion,XX,1998.0,,Unprovoked,Diving,Y,,
1984,1984_USA,USA,XX,1998.0,,Unprovoked,Spearfishing,N,M,
1985,1985_South Africa,South Africa,XX,1997.0,Dec,Unprovoked,Spearfishing,Y,M,39.0
1986,1986_South Africa,South Africa,XX,1997.0,Dec,Unprovoked,ShoreActivities,N,M,
1987,1987_USA,USA,XX,1997.0,Dec,,,N,F,29.0
1988,1988_USA,USA,XX,1997.0,Dec,Unprovoked,Swimming,N,M,
1989,1989_Australia,Australia,XX,1997.0,Nov,Unprovoked,Diving,N,M,42.0
1990,1990_USA,USA,XX,1997.0,Nov,Unprovoked,Swimming,N,M,32.0
1991,1991_Australia,Australia,XX,1997.0,Nov,,Others,Y,M,21.0
1992,1992_Australia,Australia,XX,1997.0,Oct,Unprovoked,WaterSkiing,N,M,51.0
1993,1993_USA,USA,XX,1997.0,Oct,Unprovoked,WaterSkiing,N,M,19.0
1994,1994_USA,USA,XX,1997.0,Oct,Unprovoked,Surfing,N,M,23.0
1995,1995_USA,USA,XX,1997.0,Oct,Unprovoked,Surfing,N,M,12.0
1996,1996_South Africa,South Africa,XX,1997.0,Oct,Unprovoked,Fishing,N,,
1997,1997_USA,USA,XX,1997.0,Oct,Unprovoked,Swimming,N,F,14.0
1998,1998_Brazil,Brazil,XX,1997.0,Sep,Unprovoked,Swimming,Y,M,20.0
1999,1999_USA,USA,XX,1997.0,Sep,Unprovoked,Surfing,N,M,12.0
2000,2000_USA,USA,XX,1997.0,Sep,Unprovoked,Surfing,N,M,17.0
2001,2001_USA,USA,XX,1997.0,Sep,Unprovoked,Surfing,N,M,20.0
2002,2002_USA,USA,XX,1997.0,Aug,Unprovoked,Surfing,N,M,18.0
2003,2003_USA,USA,XX,1997.0,Aug,Unprovoked,ShoreActivities,N,M,22.0
2004,2004_USA,USA,XX,1997.0,Aug,Unprovoked,Surfing,N,M,29.0
2005,2005_Mexico,Mexico,XX,1997.0,Aug,,Diving,Y,M,28.0
2006,2006_Mexico,Mexico,XX,1997.0,Aug,Unprovoked,Diving,Y,M,33.0
2007,2007_USA,USA,XX,1997.0,Aug,Unprovoked,Swimming,N,F,12.0
2008,2008_Others,Others,XX,1997.0,Aug,Unprovoked,Fishing,N,M,17.0
2009,2009_Others,Others,XX,1997.0,Aug,Unprovoked,Fishing,Y,M,16.0
2010,2010_USA,USA,XX,1997.0,Aug,Unprovoked,WaterSkiing,N,M,17.0
2011,2011_USA,USA,XX,1997.0,Aug,Unprovoked,Surfing,N,M,
2012,2012_USA,USA,XX,1997.0,Aug,Unprovoked,ShoreActivities,N,F,10.0
2013,2013_USA,USA,XX,1997.0,Aug,Unprovoked,Fishing,N,M,
2014,2014_USA,USA,XX,1997.0,Aug,Unprovoked,Surfing,N,M,17.0
2015,2015_USA,USA,XX,1997.0,Aug,Unprovoked,ShoreActivities,N,M,19.0
2016,2016_Australia,Australia,XX,1997.0,Jul,Unprovoked,Surfing,N,M,19.0
2017,2017_South Africa,South Africa,XX,1997.0,Jul,Unprovoked,Surfing,Y,M,25.0
2018,2018_Brazil,Brazil,XX,1997.0,Jul,Unprovoked,Surfing,N,M,
2019,2019_USA,USA,XX,1997.0,Jul,Unprovoked,ShoreActivities,N,M,50.0
2020,2020_Others,Others,XX,1997.0,Jul,Unprovoked,Fishing,Y,M,55.0
2021,2021_Brazil,Brazil,XX,1997.0,Jul,Unprovoked,Surfing,N,,
2022,2022_USA,USA,XX,1997.0,Jun,Unprovoked,Spearfishing,N,M,
2023,2023_Fiji,Fiji,XX,1997.0,Jun,Unprovoked,Freediving,N,F,47.0
2024,2024_USA,USA,XX,1997.0,Jun,Unprovoked,Surfing,N,M,18.0
2025,2025_Brazil,Brazil,XX,1997.0,Jun,Unprovoked,Swimming,,M,
2026,2026_USA,USA,XX,1997.0,Jun,Unprovoked,Surfing,N,M,33.0
2027,2027_USA,USA,XX,1997.0,May,Unprovoked,Spearfishing,N,M,35.0
2028,2028_USA,USA,XX,1997.0,May,Unprovoked,Surfing,N,M,34.0
2029,2029_USA,USA,XX,1997.0,May,Unprovoked,Surfing,N,M,12.0
2030,2030_Bahamas,Bahamas,XX,1997.0,May,Unprovoked,Spearfishing,N,M,54.0
2031,2031_Bahamas,Bahamas,XX,1997.0,May,Unprovoked,Spearfishing,N,M,
2032,2032_Brazil,Brazil,XX,1997.0,Apr,Unprovoked,Windsurfing,N,M,22.0
2033,2033_Australia,Australia,XX,1997.0,Feb,Unprovoked,Swimming,N,F,21.0
2034,2034_Australia,Australia,XX,1997.0,Feb,Unprovoked,Diving,N,M,30.0
2035,2035_USA,USA,XX,1997.0,Feb,Unprovoked,,,M,
2036,2036_Reunion,Reunion,XX,1997.0,Feb,Unprovoked,,N,M,
2037,2037_Australia,Australia,XX,1997.0,Feb,Unprovoked,Paddling,N,F,49.0
2038,2038_Australia,Australia,XX,1997.0,Jan,Unprovoked,Freediving,N,M,27.0
2039,2039_Australia,Australia,XX,1997.0,Jan,Unprovoked,Windsurfing,Y,M,41.0
2040,2040_Reunion,Reunion,XX,1997.0,Jan,Unprovoked,Spearfishing,Y,M,
2041,2041_Australia,Australia,XX,1997.0,Jan,Unprovoked,Others,N,,
2042,2042_Australia,Australia,XX,1996.0,Dec,Unprovoked,Surfing,,M,18.0
2043,2043_South Africa,South Africa,XX,1996.0,Dec,Unprovoked,Surfing,N,M,
2044,2044_New Caledonia,New Caledonia,XX,1996.0,Dec,Unprovoked,Spearfishing,Y,M,
2045,2045_New Caledonia,New Caledonia,XX,1996.0,Dec,Unprovoked,Others,N,F,
2046,2046_USA,USA,XX,1996.0,Nov,Unprovoked,Surfing,N,M,45.0
2047,2047_USA,USA,XX,1996.0,Nov,Unprovoked,Surfing,N,M,26.0
2048,2048_Brazil,Brazil,XX,1996.0,Oct,Unprovoked,Surfing,N,,
2049,2049_Brazil,Brazil,XX,1996.0,Oct,Unprovoked,Surfing,N,M,
2050,2050_Others,Others,XX,1996.0,Oct,Unprovoked,Swimming,Y,M,
2051,2051_USA,USA,XX,1996.0,Oct,Unprovoked,Surfing,N,M,22.0
2052,2052_USA,USA,XX,1996.0,Oct,Unprovoked,Surfing,N,M,21.0
2053,2053_USA,USA,XX,1996.0,Oct,Unprovoked,Surfing,N,M,31.0
2054,2054_Brazil,Brazil,XX,1996.0,Oct,Unprovoked,,N,,
2055,2055_USA,USA,XX,1996.0,Sep,Unprovoked,Swimming,N,M,14.0
2056,2056_New Zealand,New Zealand,XX,1996.0,Sep,Unprovoked,Diving,N,M,23.0
2057,2057_USA,USA,XX,1996.0,Sep,Unprovoked,Surfing,N,M,19.0
2058,2058_USA,USA,XX,1996.0,Sep,Unprovoked,ShoreActivities,N,M,
2059,2059_USA,USA,XX,1996.0,Sep,Unprovoked,ShoreActivities,N,M,28.0
2060,2060_USA,USA,XX,1996.0,Sep,,WaterSkiing,N,F,28.0
2061,2061_South Africa,South Africa,XX,1996.0,Sep,Provoked,Spearfishing,N,M,29.0
2062,2062_USA,USA,XX,1996.0,Aug,Unprovoked,WaterSkiing,N,M,19.0
2063,2063_USA,USA,XX,1996.0,Aug,Unprovoked,Diving,N,M,36.0
2064,2064_USA,USA,XX,1996.0,Aug,Unprovoked,Fishing,N,M,21.0
2065,2065_USA,USA,XX,1996.0,Jul,Unprovoked,ShoreActivities,N,F,
